"";"X.cronica";"X.ensayo";"X.prensa";"X.redes"
"2015";19,0128;-9,5541;1,1791;-6,0081
"2014";19,6248;-8,6381;2,238;-10,3443
"2017";5,8377;-18,6551;29,6692;-18,8345
"aceptar";0,3016;1,1108;-1,3656;-0,3084
"2011";65,3678;-17,6882;-1,0636;-22,424
"2010";33,7682;-11,2493;0,7304;-14,6595
"2013";39,7833;-8,1097;-0,6385;-15,5856
"2012";44,7025;-14,3751;-0,6075;-11,1249
"perjudicial";-1,4984;8,8515;-1,0484;-3,9905
"clínico";0,8267;0,4307;2,3401;-4,4941
"gritar";18,7461;-1,8089;-2,4694;-4,2653
"meta";-2,2687;-3,5927;1,0249;4,0795
"gonzalo";4,5271;-0,5618;-0,4093;-2,0902
"ejercicio";-1,3315;1,2321;12,7044;-13,5982
"carencia";-2,0054;4,5678;0,995;-4,4828
"contigo";-7,7953;-28,4725;-17,1085;75,4314
"torta|tortilla";2,2856;-5,9281;-0,2746;1,2889
"caracoltv";-5,994;-13,8325;-7,1755;37,8474
"freno";-0,3625;0,9577;0,3485;-0,8507
"lopezobrador_";-3,1396;-7,2455;-3,7585;19,8242
"espectro";-0,7374;6,1739;-0,5115;-4,1901
"beso";2,9325;-4,1753;-1,1904;1,5136
"cuadro";0,8959;1,9644;0,2641;-3,4962
"cuadra";0,6776;-8,9427;-2,3172;9,6338
"guerra";9,1296;18,3813;-4,313;-29,0276
"inteligencia";0,2577;0,6251;-0,4549;-0,3827
"despertar";0,9941;-4,4832;-6,7095;9,53
"roberto";3,3375;0,6599;0,3292;-5,5237
"ciudadano";1,2515;-1,0559;24,1059;-21,9102
"vaca";-0,2626;0,5387;0,6004;-0,8551
"personaje";-1,0993;1,4248;1,3194;-1,7806
"umbral";-0,3544;10,013;-1,5953;-7,3221
"lindo";-1,339;-13,6724;-4,0371;23,0609
"intensificar";-1,7125;2,2184;1,7399;-3,4091
"ucraniano";-3,211;-7,4101;4,4734;2,3404
"camiseta";3,2581;-2,964;-0,8462;0,545
"perpetuo";-2,2834;10,1008;-1,2366;-3,8554
"mendicidad";-0,8562;6,011;-1,025;-2,2803
"principal";-0,7115;4,0266;17,757;-34,5281
"voxtar";-1,7839;-4,1167;-2,1355;11,2636
"relevo";-0,4292;-0,9842;0,6871;0,703
"meter";0,2875;-64,1698;-24,1633;94,4683
"arriesgar";-1,1322;0,3572;-2,0991;2,4014
"marinaglezer";-1,8552;-4,2814;-2,2209;11,7141
"adrián";-0,933;-2,7227;9,3435;-1,7876
"miel";0,3361;-0,2163;1,6857;-1,9002
"mied";-1,4271;-3,2933;-1,7084;9,0108
"feminicidas";13,1132;-2,6347;-1,3667;-3,0404
"cristiano";-14,7609;109,5914;-9,808;-51,6122
"hallazgo";12,1615;-2,5339;0,6871;-7,9811
"ángeles";-0,2572;2,1832;3,2564;-10,0541
"perturbación";-0,9894;10,2975;-2,0501;-4,5606
"irresponsable";-4,7233;-13,6679;-5,8103;33,3379
"recurrente";0,7561;0,557;1,2868;-3,8005
"evocar";-1,1165;14,6389;-1,2406;-10,2372
"señor";-4,2555;-2,7558;-4,2289;16,1651
"rasputin_6402";-0,7135;-1,6467;-0,8542;4,5054
"agregado";-0,313;0,3224;2,1825;-2,0902
"eduardo";5,5272;-5,4274;2,9384;-2,3152
"ultra";-0,9276;-2,1407;-0,2348;3,4043
"aliento";0,4463;3,3944;-0,5333;-3,7567
"vm";-1,9266;-4,446;-2,3063;12,1647
"cronopiatw";-0,7135;-1,6467;-0,8542;4,5054
"vv";-1,9979;-4,6107;-2,3918;12,6152
"tarjeta";-0,4015;-0,9131;3,4468;-1,0378
"discípulo";-3,4251;0,6386;-4,1002;3,9131
"juan";0,2919;2,8165;1,4512;-5,6218
"víctima";64,7979;-1,9462;0,2957;-47,1733
"franja";1,314;-1,4329;2,2134;-1,7216
"competir";-6,208;-2,369;-0,4012;7,9474
"continuidad";-1,8213;8,6409;1,0101;-10,2393
"supuesto";-1,2234;9,3891;1,8146;-12,8614
"infinito";-4,6366;28,0813;-3,6119;-10,7845
"cultivar";-0,468;5,9159;-0,4089;-5,5107
"animartino";-1,9979;-4,6107;-2,3918;12,6152
"agitaciones";-0,7849;5,5101;-0,9396;-2,0902
"350";1,4495;-1,296;2,4422;-2,4703
"actitud";-1,8582;17,8664;-2,0799;-8,4485
"dar";-128,2406;-Inf;-187,2995;Inf
"trayecto";6,7305;-1,8723;0,4574;-3,0458
"protestante";-7,778;50,1586;-7,9186;-18,9294
"humilde";-1,3967;4,4208;-2,648;-0,5327
"cagar";-5,209;-12,0211;-6,2358;32,8909
"brotar";1,9868;0,749;-0,8542;-1,9002
"evadir";2,6302;-0,8772;-0,2746;-0,6767
"necesidad";0,5988;9,3341;0,6652;-14,5508
"enfermo";-0,7274;15,2473;-1,8941;-9,1114
"250";1,918;-2,5757;3,9456;-3,064
"sábado";1,5613;-11,0945;12,5384;-2,4945
"guarneros";-0,7135;-1,6467;7,4825;-1,9002
"world";-1,2844;-0,322;3,4528;-1,1373
"cadena";2,6624;5,1054;0,5988;-16,9985
"bárbaro";4,665;-0,7917;-0,3179;-1,9258
"luna";0,5011;1,7322;2,9771;-8,5184
"banco";-1,134;1,5753;3,8367;-4,8168
"ingeniería";1,7251;0,4147;0,4164;-2,4933
"mediterráneo";-1,0703;3,8003;0,2861;-2,8503
"lauvalmc";-4,4954;-10,3743;-5,3816;28,385
"pesadilla";-0,3293;1,4122;-1,0557;-0,4434
"irish";83,6061;-16,7968;-8,7132;-19,3833
"colega";1,1354;0,3142;0,8154;-2,1812
"inf";-0,8562;-1,976;-1,025;5,4065
"órgano";1,3848;0,4054;4,5425;-10,2372
"prometer";-0,6062;-0,3295;-3,111;2,981
"desencadenar";-5,209;23,7252;-1,1125;-13,8721
"unico";-1,5698;-3,6227;1,5121;2,1833
"pedro";0,2971;-2,7427;6,9355;-1,4455
"regar";-1,1801;-4,836;-2,2043;10,7797
"ló";-0,313;-1,8113;-0,9396;3,6328
"traje";3,6579;-0,9818;0,996;-3,2362
"hora";25,7254;-9,7366;9,5068;-17,4705
"hectárea";-0,2381;-2,6363;11,3731;-5,3207
"recaer";0,3511;-0,2163;-0,3604;0,2799
"campeón";0,2777;-0,8784;0,6846;0,3311
"despedir";3,3197;-2,8747;-0,5357;0,5401
"festivo";-0,9276;1,0977;1,18;-1,5599
"chaqueño";-1,5698;-3,6227;-1,8792;9,9119
"difundir";-0,6792;21,2867;-1,1998;-18,0926
"forense";50,7986;-7,2737;-6,2358;-13,8721
"desechar";0,4457;-0,2731;2,2134;-2,6603
"total";-1,2453;-0,6264;21,0139;-11,9962
"negativo";-4,7856;12,9046;1,7939;-11,8286
"estereotipar";0,2894;2,2162;-0,4093;-2,0902
"fervor";-0,3589;1,8795;0,4377;-2,2803
"antonioabadg";-1,7839;-4,1167;-2,1355;11,2636
"asustar";-5,3944;-0,4969;-6,7386;11,7726
"mauricio";-1,4984;-3,458;12,056;-2,1108
"significar";-0,6974;41,921;-3,4767;-32,3605
"nombre";44,0371;-2,6863;-17,9048;-2,6736
"físicamente";0,9046;0,7528;-0,4533;-1,1373
"lgbtq";-2,4261;-5,5987;-1,9805;13,5196
"poblador";3,5682;-4,446;4,9334;-5,1307
"pemex";-0,4398;-3,458;12,056;-3,9905
"inadecuado";0,4457;2,5925;-0,5892;-2,6603
"neto";-1,4411;-3,7927;-2,5821;10,6002
"elevar";-2,3676;11,0089;0,7628;-11,0384
"modesto";-0,5037;6,3042;-0,7189;-4,4585
"iturbide";-2,4974;-5,7634;26,1895;-6,6509
"vagón";-0,8533;-5,8793;-1,6609;10,3112
"pelar";-0,3257;-1,3426;-1,5376;3,5165
"morenistas";-1,0703;-2,47;7,8634;-1,2389
"alexia";-0,7849;-1,8113;-0,9396;4,9559
"peritajes";11,474;-2,3053;-1,1959;-2,6603
"reparar";3,3507;0,4782;-1,0484;-2,1108
"procurar";2,775;0,7463;-0,5223;-3,0859
"hogar";9,9675;0,3716;1,1655;-14,0184
"burlar";0,2777;0,7528;-0,4533;-0,4678
"sacerdote";1,1042;17,0196;-3,3647;-19,1932
"generoso";1,4495;1,0977;-0,5277;-2,4703
"barro";0,3292;-0,4238;-0,7105;0,8155
"aparición";-2,1758;11,0937;-0,8412;-5,3745
"cuartel";4,5715;-0,5855;-1,0542;-1,172
"realizar";8,5256;-2,7606;39,8483;-54,5685
"regreso";0,7406;-1,8898;11,5985;-7,751
"representación";-2,0412;11,6213;0,6047;-10,6607
"ecuador";-3,3537;-6,384;-0,2734;9,6388
"sembradores";-0,7849;4,1146;-0,4093;-2,0902
"telerrealidad";-0,7135;5,0092;-0,8542;-1,9002
"heraldo";-1,5698;-3,6227;16,4617;-4,1805
"corresponder";-2,1675;15,2292;0,3902;-13,1266
"oír";-1,0979;5,2;-4,4253;-0,4157
"picar";-0,286;0,428;0,8795;-0,9391
"uds";-5,7085;-13,1738;-6,8338;36,045
"corredor";0,3954;-0,3348;2,0123;-1,885
"giovanni";-0,5046;-0,9895;-0,6518;2,4988
"laden";-1,0703;2,965;0,2861;-1,885
"anoche";-0,3589;-1,976;0,8189;1,0462
"licenciado";0,3637;-2,5757;3,2292;-0,5416
"inmediatamente";0,4022;9,9927;-2,2357;-7,5107
"pibes";-1,3557;-3,1287;-1,623;8,5603
"séneca";-1,213;2,9626;-1,4521;-0,3927
"alumno";1,7036;-2,4817;10,6499;-8,6646
"responder";26,438;-0,7499;-1,3485;-12,4511
"u_kaffeekanne";-1,6412;-3,7874;-1,9647;10,3625
"calificar";0,7163;0,3735;4,4891;-6,8266
"google";-0,3257;0,4818;-1,5376;0,8292
"idioma";-0,2463;2,1552;0,2436;-2,2631
"miserable";-3,3537;4,1609;-2,9649;0,4054
"atroz";-0,2463;1,6733;-1,1172;-0,5416
"publicación";-0,9922;-3,1729;12,8593;-2,5621
"we";-1,4271;-2,2838;-1,7084;7,4375
"metálico";2,6302;-1,4329;1,0547;-1,7216
"raptados";-1,213;-2,7993;-1,4521;7,6592
"carreta";-1,4271;10,0185;-1,7084;-3,8005
"atribuir";-0,2443;13,0973;-1,3647;-12,0854
"bunseki_gaby";-24,5498;-56,6556;-29,3892;155,026
"últimamente";-1,5163;-2,6124;-1,9065;8,1478
"you";-1,3557;-0,9792;-1,623;4,7498
"historiador";-0,4776;8,3597;-0,4576;-7,7782
"grandioso";-0,8562;2,599;-0,4677;-0,8414
"nacionalismo";-2,212;7,5963;-0,4833;-3,6918
"milenarismo";-0,8562;6,011;-1,025;-2,2803
"descomposición";1,754;0,789;-0,3165;-2,8503
"reciprocidad";0,5034;1,6039;-0,2348;-2,4703
"protestantismo";-0,8562;6,011;-1,025;-2,2803
"salar|salir";-0,427;-3,7332;-3,4421;9,0297
"indiferencia";-0,231;3,5606;-0,3794;-3,3895
"1978";0,6016;1,2617;0,4427;-3,2304
"tsáchilas";-4,1386;-9,5509;-4,9544;26,1322
"azotar";-0,4006;0,8343;2,3363;-3,8005
"jornada";4,895;-0,3944;0,9806;-5,6278
"ramón";3,2003;-4,2241;1,6197;-0,9177
"cris_noticias";-8,1348;-18,773;-9,7383;51,3655
"polarización";-0,5403;-2,3606;7,0327;-1,3807
"1974";2,058;-0,4731;-0,1944;-1,0162
"constructivo";-0,4549;-0,5096;1,5802;-0,3881
"veintiuno";-1,1417;-1,7116;10,0992;-3,0404
"post";-2,7115;2,6793;0,276;-0,8039
"afecto";0,2731;2,7027;0,3847;-3,6642
"subordinación";-0,7135;3,6534;-0,3526;-1,9002
"guardia";0,7339;-3,1671;20,0553;-11,6034
"dictador";-4,8522;-2,9112;1,0576;4,5875
"converso";-0,999;1,925;0,6373;-1,7216
"gravisi";-2,4974;-5,7634;-2,9897;15,7691
"tinta";1,9172;0,5845;-0,5892;-1,7216
"apasionar";-0,2561;1,0157;0,4994;-1,3782
"soplar";-0,2236;1,1806;-1,2813;-0,2597
"arriésgate";-0,7849;-1,8113;-0,9396;4,9559
"tumba";1,4253;3,3307;-1,8998;-3,3157
"cuyo";-0,7966;77,2986;-2,3389;-85,4854
"controversia";-1,5766;6,2119;0,5986;-6,4608
"aleje";-0,9276;-1,296;-0,2348;2,5531
"esquema";-1,9897;1,714;6,225;-8,4109
"optimismo";-1,2784;3,1608;-0,4089;-1,172
"for";-0,5046;-0,3348;-0,3165;0,9191
"atributo";-0,3146;5,8712;-0,7679;-4,6351
"elevado";-2,8542;6,8958;1,0579;-7,601
"extremadamente";-0,3993;1,2759;0,4574;-1,3368
"pintor";-0,5214;0,3507;2,4123;-1,7876
"hannah";-3,8646;-1,9593;-5,9795;13,5429
"predicadores";-3,211;22,5421;-3,8439;-8,5512
"someter";-1,5779;9,4628;-0,3121;-6,4019
"jugador";-1,9379;-6,7659;-3,8988;17,535
"discreto";1,0224;0,2558;-0,4677;-0,4751
"oficio";2,0341;5,8596;-1,6079;-9,0001
"divinidades";-0,7849;5,5101;-0,9396;-2,0902
"repente";-0,4015;-0,3471;1,6446;-0,7922
"cargo";16,1341;-4,1521;2,8211;-9,6722
"engaño";0,3406;-0,3883;-0,9659;0,9117
"carga";2,4695;4,7836;0,2693;-13,6674
"quedar";-0,7681;-4,2336;-19,9358;28,5962
"paz";0,7441;-7,6554;0,2966;4,9798
"mudar";4,4195;-0,9818;0,405;-2,417
"vox_es";-1,2844;-2,964;-1,5376;8,1097
"Álvaro Uribe ";0,5433;-2,964;-1,5376;3,5165
"módulo";0,3361;-1,6467;4,4827;-1,9002
"mitad";0,7872;5,5594;1,0722;-12,4446
"bloqueo";-1,2785;-2,7137;4,4891;0,4166
"chocar";-0,4613;3,0881;-0,6888;-1,531
"tiranía";-1,6412;1,9399;-0,2172;-0,6205
"normalmente";-0,8823;5,1142;-0,4833;-2,9358
"trevor";-0,9276;2,23;0,7216;-2,4703
"rebelde";0,7538;3,7672;-0,6679;-4,6422
"cas";-0,7849;-1,8113;3,0129;0,2317
"cap";-1,213;2,9626;-1,4521;-0,3927
"mancera";2,058;-2,7993;1,6751;-1,0162
"cal";-0,2193;-1,7151;-1,0484;3,069
"cad";-0,7135;-0,8977;-0,8542;3,2216
"tránsito";1,6549;-0,3561;1,9301;-4,009
"propicio";-1,1417;3,3464;0,2488;-2,0499
"perder";-19,021;-36,2837;-22,6531;132,8138
"lluvia";-3,5729;-5,8413;14,3581;-0,3891
"recoger";5,5578;3,0682;-1,5723;-9,0089
"inmujeres";15,5719;-3,1287;-1,623;-3,6104
"mochila";5,9576;-0,5489;-1,5376;-1,6647
"abundancia";-0,5554;6,462;-1,3667;-3,0404
"forma";-4,3231;178,116;-7,1199;-135,4421
"identificarse";-0,3257;3,328;-0,2253;-3,4204
"navegar";0,2499;1,8795;-1,025;-0,8414
"1950";-0,7849;3,0574;-0,4093;-1,2428
"córdova";-0,7849;-1,8113;8,2307;-2,0902
"dianalzuleta";-1,2844;-2,964;-1,5376;8,1097
"flujo";-0,2477;3,6492;1,6279;-10,2615
"expulsión";-2,5218;15,0545;-2,3182;-5,2961
"mochilas";2,8356;-1,6467;0,5874;-1,088
"estrellaonline";-2,6401;-6,0927;-3,1606;16,6702
"averiguar";-0,5637;4,0468;-0,7655;-1,925
"caro";-0,6069;-0,3525;1,6192;-0,5373
"cara";-0,3628;-10,0626;-10,9928;26,183
"libreta";5,2243;-1,1609;-1,025;-0,8414
"totalitarismo";-0,8562;2,599;0,4377;-2,2803
"toulouse";-0,7135;5,0092;-0,8542;-1,9002
"acervo";1,7808;-1,028;1,4904;-2,0902
"xx";-2,9514;24,6521;-0,708;-19,4879
"xq";-6,0653;-13,9972;-7,2609;38,2979
"xv";-5,9275;44,3598;-6,2101;-19,1932
"intolerantes";-1,4984;-2,4293;-1,7938;7,8674
"conducción";-0,8562;-0,3515;3,5904;-1,4002
"ignorante";-1,5163;0,4747;-0,8687;1,3726
"territorio";7,6206;-6,6714;0,6666;-0,5103
"empeño";0,3361;1,8452;-0,3526;-1,9002
"invención";-0,767;4,94;-0,9803;-1,9602
"verónica";2,636;-4,1167;5,5017;-4,7506
"santiago";0,3394;-5,08;5,7517;-0,46
"ruidoso";-1,1417;4,2144;-0,7156;-1,3782
"disputar";1,7642;0,2331;0,616;-2,5524
"progreso";-10,0153;49,8743;-5,3847;-18,6887
"michelle";-0,999;-2,3053;10,4755;-2,6603
"forever";-7,1442;-17,8493;-10,1655;49,2469
"especialmente";-1,8372;18,882;-0,7774;-12,7093
"sequía";-1,6412;-0,4238;7,1405;-3,2362
"conformidad";-1,0703;1,1806;1,4279;-1,885
"tendencia";-4,0611;25,2589;-0,3862;-18,6575
"denominador";-0,7849;-0,2807;3,0129;-1,2428
"rendir";2,2142;-1,4107;0,7998;-0,8816
"israelí";-0,7849;0,6095;0,5063;-0,3836
"alimentación";-1,6568;3,3954;2,7763;-7,3221
"dirigencia";0,3361;-1,6467;4,4827;-1,9002
"culpable";2,908;10,3273;-5,7347;-9,7526
"peso";17,4889;-27,9216;44,1182;-29,4551
"disenso";-0,7849;5,5101;-0,9396;-2,0902
"detrás";-3,4007;-1,9668;-6,6831;15,591
"mono";0,9158;0,4056;-1,1105;-0,3124
"bodega";12,2883;-2,1971;-0,3558;-5,0206
"desafiar";-0,9894;4,0468;0,3647;-3,4091
"tapachula";-0,2193;-3,458;10,586;-3,9905
"simplemente";-4,655;1,0983;-1,3564;2,4462
"característico";-0,5403;7,5963;-0,7679;-5,8908
"triunfo";-1,4868;-0,3046;13,9473;-9,2822
"1571";-0,9276;6,512;-1,1105;-2,4703
"humillar";-0,713;0,4079;0,3485;0,2717
"disparo";5,9339;-2,6124;-0,8687;-0,4716
"conocerse";0,4457;-0,5096;0,3292;0,2285
"f444eryy";-5,7799;-13,3385;-6,9192;36,4956
"arrodillar";-0,6069;-1,1755;-2,1355;4,3771
"consulta";-0,6103;-3,2373;11,9677;-2,9316
"utilizar";0,5824;1,367;1,7958;-4,7971
"confinamiento";2,9181;-4,5295;6,6629;-5,3453
"homólogo";-0,7135;-1,6467;7,4825;-1,9002
"severo";-1,6568;2,1572;3,7592;-6,2121
"tolerancia";-3,3394;22,258;-1,8858;-11,3085
"entrenar";1,5199;-1,1893;-0,3292;0,3183
"tercio";-1,0288;6,2119;-0,3794;-4,1851
"fiable";-1,4984;8,8515;-1,7938;-2,8926
"apariencia";-2,5074;10,3227;-2,3581;-2,5703
"sagrado";-0,4312;13,219;-3,3523;-7,1844
"espectador";-1,3967;7,5963;-1,7594;-2,3158
"utilidad";-0,4801;4,0559;-0,3672;-3,064
"moreno";1,5054;-56,1219;77,527;-12,0016
"t";-303,0242;-Inf;-314,2841;Inf
"regularmente";0,2499;1,8795;-0,1972;-2,2803
"sic";4,3553;-0,2668;-0,7805;-2,2162
"nazi";-3,9246;5,4278;-1,2507;-0,6972
"barrio";13,6254;-2,5221;-4,8193;-0,5675
"rodolfo";4,3918;-2,3053;-0,2746;-0,6767
"sra";-0,933;-3,7874;-1,9647;8,73
"sre";-0,7849;-1,8113;8,2307;-2,0902
"embarazar";6,1624;-3,1108;-0,2859;-0,8644
"bautismo";-2,212;15,5288;-2,648;-5,8908
"irónico";-0,5214;2,4507;-0,7105;-0,9137
"seña";3,8426;-0,4655;-0,3526;-1,9002
"telefónico";12,3128;-4,7754;0,6004;-5,5107
"miguel";1,944;-10,9658;24,2785;-8,9655
"encadenar";-0,8562;1,8795;-1,025;-0,2437
"relevante";0,2731;0,478;3,9113;-5,1245
"cuerpo";128,5608;1,8811;-14,8686;-89,1213
"trascender";-0,2236;0,4875;2,0123;-2,8503
"tronco";1,7808;-0,2807;-0,4093;-0,7172
"garganta";5,5502;-0,5507;-1,327;-1,5374
"escasez";-1,7839;1,1981;3,2712;-3,5826
"excélsior";-3,32;-16,1381;64,1222;-18,6231
"sauri";13,1132;-2,6347;-1,3667;-3,0404
"inteligente";-2,0675;-0,7418;1,2263;0,9117
"sentimiento";-4,2563;21,5436;-2,0684;-7,4458
"sicario";1,145;-1,8113;3,0129;-2,0902
"despido";-0,468;1,0324;-0,6709;-0,2661
"precipitar";-0,713;4,5329;-0,2582;-3,6104
"louis";-1,1417;-1,1046;-1,3667;4,5767
"magdalena";-0,7849;-0,2807;3,9931;-2,0902
"únicamente";0,3395;4,3209;0,5677;-6,8768
"avalancha";0,2894;1,543;-0,4093;-1,2428
"nomás";3,3894;-4,6107;-0,6239;0,8117
"narrar";10,1022;-4,8645;3,2564;-7,7762
"tradicional";-2,6264;18,9706;1,4892;-23,2073
"dictatorial";-0,8562;1,2987;1,3238;-2,2803
"unánime";-0,767;2,0935;1,2868;-3,8005
"rrrrrrro__";-0,8562;-1,976;-1,025;5,4065
"irak";-2,9545;24,1852;-3,6639;-10,6415
"milialvino";-0,7135;-1,6467;-0,8542;4,5054
"selectivo";-1,7839;7,0389;-0,8215;-2,7289
"desempleo";-2,8536;30,8451;-2,4878;-19,1156
"vecino";23,1843;-2,2104;0,8818;-13,5101
"excusa";-1,8202;1,5225;-0,7778;0,4464
"impulso";-2,5123;18,0411;-1,6699;-8,6703
"valioso";-0,8218;1,871;0,4994;-1,5196
"negociación";-0,689;-1,3299;14,8251;-8,2965
"posibilitar";0,4911;2,3455;-0,2582;-3,6104
"validar";-0,3625;-2,1392;3,9698;-0,5481
"alba";-0,6509;0,543;3,079;-2,8868
"almacén";-1,5698;0,6318;-1,1172;1,2844
"débil";-2,2687;15,3334;-3,1098;-4,8743
"retomar";1,793;-1,409;1,3983;-1,2962
"paloma";-0,4006;-0,7121;0,3093;0,8842
"calma";0,7972;-0,2764;-0,5689;-0,3015
"arduo";0,7358;0,4064;0,5874;-1,9002
"pretextar";-1,9266;1,2759;0,7108;-0,6889
"escultura";-0,5214;-0,4238;6,1677;-4,3705
"asesoramiento";-0,999;5,5164;-0,5892;-2,6603
"indefensión";-0,4063;-0,7682;4,1832;-1,5599
"leticia";11,3306;-14,6559;13,7334;-16,9127
"yo";-64,771;-Inf;-Inf;Inf
"ya";3,8805;-29,5058;-26,8215;56,5192
"silencioso";0,8583;1,3527;-0,235;-2,6394
"rose_arerosie";-0,7849;-1,8113;-0,9396;4,9559
"iraquí";-0,999;4,3506;-0,2746;-2,6603
"douglas";-0,7849;5,5101;-0,9396;-2,0902
"lastimar";-0,8659;-19,2671;-8,5724;31,3728
"blusa";16,3915;-3,2933;-1,7084;-3,8005
"cómo";-2,7814;-77,747;-71,6074;209,6802
"arsenal";0,2499;0,8415;-0,1972;-0,8414
"obediencia";-0,8771;6,7937;-1,8792;-2,2631
"cachemira";-0,8562;6,011;-1,025;-2,2803
"estancar";2,8705;-0,7682;-1,1105;-0,3124
"sociológico";-1,9979;14,026;-2,3918;-5,3207
"tregua";0,2894;1,543;0,2144;-2,0902
"norma";0,3094;14,7475;-0,3617;-19,6068
"resultado";-1,9921;3,9036;10,6171;-15,7936
"periodista";26,4125;-38,0552;-9,6876;8,2018
"canciller";-2,1923;-4,0634;23,562;-6,9606
"cotidianidad";0,2894;0,3224;0,5063;-0,7172
"apoyar";-0,6088;-0,5741;11,5407;-6,5117
"desigual";-2,1923;12,0656;-0,7493;-6,9606
"advenimiento";-1,4984;10,5194;-1,7938;-3,9905
"célebre";-2,7621;19,7217;-2,0246;-10,0714
"dominicos";-0,9276;6,512;-1,1105;-2,4703
"imprescindible";0,6016;0,5682;0,4427;-1,5202
"desplegar";0,6566;4,1719;0,7242;-10,6415
"soterradamente";-2,5688;-5,9281;-3,0751;16,2197
"pirámide";1,9868;-0,2163;0,2549;-1,9002
"millenium";-1,6412;11,5213;-1,9647;-4,3705
"predecir";-2,3547;9,4386;-1,2988;-3,2372
"examinar";-0,7763;12,3456;-2,2043;-7,0309
"uniformar";9,5407;-4,1167;0,8412;-4,7506
"juego";-2,5442;2,8388;-0,5189;-0,4754
"inmanente";-1,6412;11,5213;-1,9647;-4,3705
"invisible";-1,0267;13,8615;-2,3738;-6,6389
"cofradía";0,6463;1,0125;-0,4093;-1,2428
"secreto";-0,6599;3,8213;-0,7216;-1,8155
"protector";-0,8218;4,4686;-1,7938;-1,0667
"jefe";3,3706;-6,5011;25,4629;-15,9926
"dama";-0,933;3,6905;0,405;-3,2362
"chávez";-0,3993;-4,446;8,5149;-1,3368
"caleños";-0,8562;-1,976;-1,025;5,4065
"cantar";-0,7029;0,4891;-1,4305;1,2247
"manarellidiego";-0,9276;-2,1407;-1,1105;5,857
"ropa";26,5704;-2,0577;-3,0616;-7,4124
"lopezobrador__";-3,2823;-7,5748;-3,9294;20,7253
"conveniencia";-0,1927;-0,2731;0,3292;0,2285
"idóneo";-2,0693;-1,1726;-0,6709;4,2561
"docente";-7,8925;-13,6029;0,3336;20,49
"osorio";1,5199;-3,458;5,9625;-3,9905
"súbditos";-1,9266;13,525;-2,3063;-5,1307
"broma";0,3846;-0,942;-2,9043;2,8036
"residir";-1,0811;14,2983;-2,0161;-8,3611
"quejar";0,5509;2,6261;-0,2601;-3,5751
"añadir";-3,5349;19,293;1,6655;-23,475
"despojo";2,8705;-0,428;0,3793;-2,4703
"impunidad";18,2743;-7,0865;-0,4439;-2,8727
"hurtar";-0,7849;-1,028;-0,4093;2,6471
"carnicero";-0,7849;1,0125;-0,4093;0,2317
"triste";-2,422;-1,5093;-7,7034;13,8081
"religión";-7,299;62,6036;-7,3526;-28,4542
"compensar";-1,2844;9,0166;-1,5376;-3,4204
"espantoso";-2,0693;11,2315;-1,6136;-4,2823
"insuficiente";0,4019;0,4782;1,1808;-2,1108
"transmitir";-0,5008;3,6587;0,3658;-3,5553
"islámico";-2,1923;16,8958;-2,0161;-8,3611
"centenar";0,4882;2,426;0,9573;-7,0309
"absurdo";-1,5081;2,2311;-0,4222;-0,5868
"propuest";-0,7849;-1,8113;-0,9396;4,9559
"liza60695454";-0,8562;-1,976;-1,025;5,4065
"pasaje";-0,3665;2,8064;-0,8784;-1,2264
"proteger";1,6439;1,152;1,0894;-5,224
"componer";0,4367;5,343;0,369;-9,6914
"militante";-0,3825;0,8083;4,1513;-5,7393
"pretender";-1,0402;14,3798;-0,293;-13,4064
"caminamos";4,5271;-1,028;-0,9396;-0,7172
"vs";-3,7818;-8,7275;-1,5397;17,3511
"ladrar";-0,2236;-1,5715;-0,6518;2,4988
"bogotá";-1,4984;-3,458;-0,3292;5,5179
"desempleado";0,4911;2,3455;-0,9129;-1,8114
"tmb";-1,2844;-2,964;-1,5376;8,1097
"continuación";-1,224;15,1076;-2,2146;-7,9462
"minero";1,793;-0,9818;1,8706;-2,417
"anillo";0,7399;0,789;-0,6518;-0,7854
"comenzar";27,6258;-7,0761;-0,5222;-4,4241
"ocultar";-1,5344;19,2111;-4,0979;-7,2248
"bella31654810b";-0,9276;-2,1407;-1,1105;5,857
"blogueros";-1,7125;-3,952;-2,0501;10,813
"alvaro";-0,7135;2,6392;-0,3526;-1,088
"ofensivo";-1,6979;3,0881;0,7428;-2,4339
"sólo";32,0679;22,1458;3,8625;-140,824
"arreglar";2,136;0,3207;-1,9065;-0,4716
"inmortalidad";-2,7828;19,5364;-3,3314;-7,411
"vege";-1,4271;-3,2933;-1,7084;9,0108
"constatar";0,3283;4,1782;0,3292;-6,8409
"maniobra";-0,4063;1,0977;0,7216;-1,5599
"crac";16,3915;-3,2933;-1,7084;-3,8005
"herejes";-3,9959;28,0526;-4,7836;-10,6415
"irreparable";-0,5046;4,7916;-0,6518;-2,8503
"bicentenario";-1,3557;-3,1287;14,2169;-3,6104
"cual";-13,3292;53,6786;3,9527;-48,0267
"circular";0,5299;3,0223;0,4173;-5,1731
"producto interior bruto";0,8787;-4,3766;11,7219;-6,4608
"ilimitado";-0,7849;3,0574;0,2144;-2,0902
"inspirar";-2,889;10,4284;-0,4661;-5,1225
"__el";-1,4984;-3,458;-1,7938;9,4614
"jne";-0,7849;-1,8113;-0,9396;4,9559
